date        MRK             JNJ              GE                   GM               F                   VW
19600129 -7.74578845423748 -4.86872194684196 -14.7865638807675 -12.9607671923045 -13.3924612782579 -6.86579275869228
19600229 7.59040011847097 3.20198490498968 4.57226068799306 -2.91415193161755 -1.29970975366202 1.41020963744709
19600331 0.651075893558023 -5.64137499944346 0.972951439580056 -3.31525219236915 -11.0375290873033 -1.29302363647014
19600429 5.43944308892638 -0.447399339944661 -1.40056224442301 -0.563384031712633 -5.53647293365866 -1.54487193242994
19600531 11.6474624504154 17.2558216790241 0.842738958838397 -0.566602162662685 0.718512505452637 3.34173678109231
19600630 -11.4711881481922 -0.189579588596356 3.70664713628345 1.14284458235914 0 2.27776094099754
19600729 0.881106827854996 0.567685611793344 -8.62727407576393 0 0.189919538618523 -2.29697974889211
19600831 2.88206658081933 1.8692207086224 -2.8466349185742 3.62663533268448 1.33465374073964 3.17486358145782
19600930 -7.79615414697118 -10.9914201297936 -10.7389238792368 -5.99326113109458 -2.68728626090851 -6.04083951950957
19601031 -4.41713473454038 6.42791124940582 -0.512410583552194 -1.18347552660948 1.42943472832021 -0.480854253231223
19601130 -0.323121475622255 9.28307449081129 2.70284190545538 -1.19764320106002 -0.979481294670456 4.73500801269316
19601230 9.88339639779413 6.20889609131264 0 -0.9188081439081 0.979487322570284 4.73195595508152
19610131 -3.75139305357602 15.462828004383 -4.98816596339379 7.98060642910844 9.47782201570593 6.19216626481267
19610228 7.93369202026068 15.3741167417067 -7.69609611361315 3.35227799507277 7.09029128626476 3.63049279185375
19610330 -2.40150671761144 0 -0.19068168202284 2.46926125903714 6.62061923006936 3.01246615304507
19610428 1.44303794422027 -9.28502080175181 -5.94230939402418 -1.91522388446091 2.92548725644533 0.564801986459595
19610531 -3.79604675964092 1.87422613853342 5.55699862899367 -0.276582136001956 3.60937137982331 2.54825444144989
19610630 1.50649516248951 -2.8323345732325 -1.16506055012254 -0.843850423915141 -3.91619148819336 -2.89129808290939
19610731 0.733701813400369 -2.07334603869123 4.4280965377128 6.29485077359598 11.3164386096341 2.94850131114266
19610831 -0.439564671532947 6.2266567203675 6.55976475651118 0 5.60144820215846 2.65280004059507
19610929 -3.55743292987168 -5.12932943875506 6.32151458626603 6.23577073909702 9.70913199048378 -2.01945440855326
19611031 -7.29320484384887 5.39217370037425 -1.342268249436 0.502535174149703 -0.594865823578275 2.70654050466004
19611130 15.2269482913957 8.30664392783108 6.22130067237792 10.9112667523548 10.1627456454718 4.43814122702224
19611229 1.01176435882851 -6.76098996620574 -3.88395857915421 4.25593644187646 -1.75246638261908 0.0745721880309511
19620131 -6.97960510922103 -3.69430689552247 -0.332753009270852 0.219059888528882 -5.30980799283803 -3.68496862604228
19620228 7.2600622386942 4.46855613247315 -0.501254182354429 -2.66088974920317 -1.89799857585341 1.93142727764024
19620330 5.87442668212387 -0.258032618010633 3.61882352209087 1.57483413431391 -10.6026292793802 -0.467993382713418
19620430 -11.0680195654079 -11.7782910656391 -11.5346880493544 -5.50593243529413 0.822210565866742 -6.55545037398198
19620531 -13.2896165852347 -8.17394797107103 -4.09740894194313 -2.87102223872926 -9.50439152558762 -8.84815480708139
19620629 -12.1852429419095 -1.75582478011424 -9.151459216924 -5.28429154830013 -10.1782480024251 -8.62465786133885
19620731 13.8088368818802 -3.94136117570207 10.9343971153626 7.22601946352582 12.0952230670755 6.34479266555416
19620831 -16.538066742532 -4.97954693193634 3.15132018374614 3.31000972635431 3.4289343141517 2.31440971858465
19620928 3.53362553293582 -3.41453745014991 -6.21084095852506 -0.470605613176591 -7.28126575898168 -5.14554127911867
19621031 5.7798042567206 -0.54990923308518 5.88960699074702 3.24855829983614 1.3801322100336 0.218161853877717
19621130 12.5802350382108 10.1308517389705 9.83247224106506 4.24644848941262 9.47627572686734 10.4483431131622
19621231 0.0318949130317956 -2.36095243422637 3.28978815005707 4.39632954641121 -1.10194922025239 1.17951627573217
19630131 10.2458208034646 9.74796429981564 1.93554685120612 7.65628137059615 -1.78880412862316 5.05486171842952
19630228 -6.60895900899958 1.96202577266841 -7.2880418214144 -3.44517029811626 -4.07032515704782 -2.21750592887662
19630329 3.74874812049797 0.30443612261891 3.21244402147503 7.7961466469709 9.61189435758103 3.2386838409872
19630430 7.66822985873297 1.20846851610163 5.3802344088149 5.06199177203628 5.65891963108296 4.63481372282821
19630531 0.139203067557484 4.97906159315857 6.45388336375224 8.24303166039433 6.4699133238757 1.98526260462214
19630628 0.775882234073282 0 -5.50593243529413 -4.18183240250324 0.480742578868853 -1.81945209924958
19630731 5.66184903297017 -0.286911196823732 -1.11377956104572 1.41346337419148 -1.7905348268836 -0.171947745442028
19630830 12.3157014375965 9.32179927064372 4.22929121902514 6.45388336375224 6.20720443830445 5.13430931475717
19630930 -9.39667825666048 -3.47167114143294 -2.01404643566936 0.165463034389196 -0.464075164959471 -1.19693476966375
19631031 7.62978583160434 14.8701000118239 5.36526090147027 14.8705309242767 -2.21024699079472 2.73310799914638
19631129 -2.51967896662762 0.233926179242149 -1.50374985767334 -8.15875670211512 -0.480753771269491 -0.556445289241277
19631231 6.87823159883647 -4.55163290206712 6.08382460559756 -0.317503509364696 -3.93168777769505 2.15031413864828
19640131 3.80787151678895 3.1365906309068 0.857116241566631 1.73368446532742 0.99750830220781 2.546304743653
19640228 3.66819162108151 9.24989592969082 -2.59385134025599 0.809216989733619 8.86809824224615 1.70606361780123
19640331 -0.637628536955556 -7.21030602565114 2.50837555961665 0.156177978679667 -1.15342646142023 1.74822903364472
19640430 -3.59712782897659 -7.26706978351687 -5.74956471673039 5.31634445660658 3.42110704364738 0.459741567060466
19640528 -6.65383862019785 1.24847402850573 -1.683288136011 3.80248060336475 -4.15764457136651 1.72533020949265
19640630 6.35596046551387 0.990082467726243 -0.867955862632337 1.29033920153951 -0.947878204978265 1.49674271217864
19640731 10.5024659264381 -0.246603817420732 4.4452197353348 7.4107900725148 0 1.99183068795486
19640831 -2.13748225476971 -1.74351120733589 0.746804460749452 2.12026272309345 -0.240689424744431 -1.13299420792446
19640930 6.69658852042573 1.99506555551427 6.81594576274126 3.45965767564503 10.9448847030433 3.00247131056955
19641030 4.25593644187646 3.63676084565885 -2.12021862220318 0.502535174149703 2.34801705624242 0.882990142627821
19641130 4.34846864077333 5.78197506640909 5.69198853943006 -2.92455113222698 -6.14223148889735 0.308423884179193
19641231 6.43719447644975 0.673427379205305 1.26062068308017 3.11313515452709 -1.59637452418932 0.368320865158983
19650129 4.19295409641993 7.95262666485163 6.36168465259877 3.51354567682548 3.16769457404259 3.79179418382019
19650226 -0.241792081596124 3.09219504026879 0.501838680646234 -1.61598701995242 -3.19665284894631 0.692298077238776
19650331 0.963840101999688 -0.201402679105873 0.175046703823814 1.75225789800175 3.42110704364738 -0.976249849477008
19650430 8.98187659163727 3.95312418573291 4.66345090802682 7.87058144298653 10.6257313414484 3.30981623782382
19650528 -3.58779862950842 3.84001843038463 -0.842841954791425 -4.57560218382042 -7.59861964516481 -0.435948877745286
19650630 -0.228561001770366 -7.36766805579299 -6.95976972143045 -7.06467383711347 -7.98595577798355 -5.32615459138457
19650730 3.61216853540563 10.7671642944562 4.58678029904585 1.94182397032437 2.11526959354077 1.66201174994849
19650831 8.49769756645334 8.26660329756287 4.14691450731572 2.40670511139261 0.4640217519452 3.04157165389911
19650930 0.20349281286243 8.92308288498473 11.7331378118917 5.75790475833925 4.34358554075067 3.14521543497647
19651029 12.8160118122396 -8.59032639010519 1.06273293607275 6.78810536464929 9.3478503308688 2.88507846659526
19651130 -1.62899639281737 9.37990386053732 -3.8798002508016 -6.5503253008418 -8.36501232466608 0.306031246325773
19651231 3.61052883300192 4.30010586346255 4.21749987970228 0.484225732596205 -2.72129359387472 1.34540865162484
19660131 0.177143009085872 8.21613847682534 -2.79283920828179 -0.727237976710799 -0.738318878385184 1.20491169589852
19660228 3.64939219117911 1.64420850331716 -5.14080378124308 -2.36351219307674 -1.41516641069306 -0.865837578664183
19660331 5.70445740271096 -2.13339591865983 1.04947370926416 -5.81938909378352 -4.36959119342743 -2.11449878591151
19660429 -2.62310453714616 1.07242886962562 4.79202621047969 -3.93803258907165 -0.797168965537204 2.45335755544086
19660531 -1.8440994738688 -8.71572058039526 -9.82525041984485 -7.35539717941099 -3.87148411281129 -5.39695038225589
19660630 5.01587510365692 8.91951574710488 2.51315406376047 -2.45406741336034 -4.57685837448506 -1.03705891493163
19660729 -3.61879566119476 -7.76016062541641 -10.5491635364751 0.310118634689543 0.768340688588734 -1.29535359625817
19660831 -7.83691921155146 -11.8576350247208 -11.6475390996448 -9.10161125218113 -5.4067665714819 -7.83810889268989
19660930 4.15171128695067 -5.51523097659216 0.761790990269455 2.70741646864624 -2.36699357026895 -0.698231975891058
19661031 2.58412209798057 10.4329384224485 11.5165390388211 -2.02363813538712 2.0154526156826 4.14240532465229
19661130 7.91004177039089 4.74626167014372 2.71510515659489 -7.60757531192289 -6.13691489079582 1.73643630267043
19661230 -2.88944529703991 1.17645257900627 -9.46469997568326 -0.944243985164095 -2.56419630809794 0.619079740772718
19670131 -0.653631524213992 9.74342859291586 -0.708705394565472 13.1393984995429 18.2862243929651 8.20683469879387
19670228 3.22609733293263 2.66964572105677 -1.8665114509231 -2.56163140712606 0 1.08855369759231
19670331 3.8609949752205 13.9987134408834 -0.844152966635431 5.21568713975637 11.6260098798746 4.24692770051614
19670428 3.9102436928155 5.26436822033694 11.1380359981819 12.6126796138153 7.24341435124009 4.07666329878338
19670531 -9.58998536277658 -3.10325677005557 -9.82127882995069 -8.31305534995836 -8.11905328395375 -4.00858072392892
19670630 6.71734840716252 2.61452155881911 1.75776047487955 -2.40980393840575 1.72631309934607 2.65474766318092
19670731 7.34549018068406 -6.15318457196191 21.7660547081785 9.75249980099836 2.60633799764048 4.80174847772004
19670831 -0.283702053975479 6.02414896071329 1.15075336249325 -0.473117437590144 -2.19256192496888 -0.630181478992868
19670929 -0.741341155590692 9.70740777666852 3.17554170420096 4.9645036756953 4.57359810873896 3.37113335853675
19671031 -5.00845515274207 1.891007222464 -5.61757203707887 -6.16935053689783 -4.37679963922173 -2.78163112611174
19671130 3.70683985851385 0.172750700018348 -1.78473201557259 -1.5267964438602 4.3802508372672 0.787094270056814
19671229 -1.05353019153828 5.60371743747354 -7.44962013510791 2.46926125903714 1.88688581360886 3.3143631193169
19680131 -7.21729224935823 -7.78880306581843 -8.84323861450767 -4.68107245533027 -4.10168051612825 -3.70063666291601
19680229 -1.28208368161693 -5.35431919309702 -0.399095327010772 -2.45806438591039 -1.73913567470313 -3.42022865470524
19680329 2.10665341117003 1.23840007381815 -0.577162382325058 -0.998367140895823 -2.79561571635004 0.510295773590238
19680430 9.96299271557341 7.98060642910844 10.434740263209 8.33820489389542 18.0601745432493 8.99759782136229
19680531 1.70940604778747 2.69077184066149 -7.69404413483054 -0.493515788308528 -1.75439999164442 2.66818522527686
19680628 -0.113063893137362 2.46252932513049 -2.15066182645271 0.625042532951296 -7.34269733168446 1.14610702995638
19680730 -2.44443434117146 -2.60113817843343 -2.19787733854508 -2.04568212343792 -0.764817285361311 -2.22701491257281
19680830 3.46197603687287 1.13088136380408 -0.296739837490528 0.760203120010329 -0.486581891953433 1.78772455259576
19680930 -5.21852710278293 -4.49513418852559 2.08804775793551 5.73354537230191 10.6335540166904 4.34942608340578
19681031 3.93928137277432 -1.30153331775731 10.8289222805236 5.56513343214538 5.71097459890213 0.900037483729913
19681129 3.51402841297397 12.2076029778671 4.7536044756995 -4.36750188598054 -8.28361055791541 5.68547010572236
19681231 0.165562869013133 9.47236441895731 -5.25488190710186 -4.17693180895697 -3.70416490389108 -3.44599834317434
19690131 3.27895002422937 2.54942424188196 -1.20563870334122 -0.316500334315662 -3.650735763405 -0.673362001926688
19690228 -10.7753376266639 -0.919514607698551 -6.2276547995483 -0.508390115348035 -1.24532204698119 -5.51322326380492
19690328 4.90748855372182 8.85537702227314 6.43578798229112 5.33037720223111 2.2305375161284 3.00499437477292
19690430 2.82501793777326 4.35306428180863 5.79112970189347 -0.305766991174915 3.08909242816003 2.03181806502176
19690529 3.28794962215663 -1.26557471939052 -3.64627598053345 2.3907914551477 -3.92211931533965 0.50273417140253
19690630 0.349787529514056 -7.03162467618623 -3.89445912784352 -4.24253625614146 -5.65703514883944 -6.97649551811592
19690731 -1.90737529896056 3.68409607103553 -4.40104054377694 -7.32440377602264 -7.75324443558585 -6.7392723834906
19690829 5.48631149891428 12.9159851346377 -2.79633556435928 1.33820594932569 9.13496198580567 5.02082058919047
19690930 -0.705583395398087 4.03729337075393 2.24334772989557 1.19967503591812 -9.13502307622432 -2.28490629727204
19691031 10.1399782298817 9.92270443199286 -1.03473496547036 2.19053170546005 3.92207131532813 5.41453234833765
19691128 1.88688581360886 -1.6751526641288 -4.87155669518737 -3.39012068481547 -4.32969296471372 -3.26926275466047
19691231 6.07347334009906 17.7334140282908 -2.49578727687421 -2.67629542694481 -2.99428459769003 -1.98772500803904
19700130 -11.2267648405795 -13.0361564698719 -6.84169659238282 -7.70333237484534 -8.29849484887755 -7.60757531192289
19700227 7.62274387823769 1.05452033863631 -2.62484973515689 9.28216313892101 12.8906715270322 5.51565225030479
