1	9	33	32	94.6875
1	9	33	34	94.6875
1	9	33	34	94.6875
1	9	33	34	94.6875
1	9	33	34	94.6875
1	9	33	34	94.6875
1	9	33	34	94.6875
1	9	33	34	94.6875
1	9	33	34	94.6875
1	9	33	34	94.6875
1	9	33	35	94.6875
1	9	33	39	94.6875
1	9	33	39	94.6875
1	9	33	45	94.6875
1	9	33	49	94.6875
1	9	33	55	94.6875
1	9	33	59	94.6875
1	9	34	4	94.6875
1	9	34	45	94.6875
1	9	34	47	94.625
1	9	35	18	94.6875
1	9	35	20	94.6875
1	9	35	21	94.625
1	9	35	29	94.625
1	9	35	31	94.625
1	9	36	0	94.625
1	9	36	31	94.625
1	9	36	42	94.6875
1	9	37	12	94.6875
1	9	37	28	94.6875
1	9	37	49	94.6875
1	9	38	16	94.75
1	9	38	30	94.75
1	9	38	52	94.75
1	9	39	8	94.75
1	9	40	22	94.75
1	9	40	35	94.6875
1	9	40	35	94.75
1	9	40	36	94.6875
1	9	40	50	94.75
1	9	41	25	94.6875
1	9	41	47	94.6875
1	9	41	57	94.75
1	9	42	2	94.75
1	9	42	21	94.75
1	9	42	33	94.75
1	9	42	49	94.625
1	9	42	54	94.5625
1	9	42	56	94.5625
1	9	44	17	94.5
1	9	44	20	94.625
1	9	44	33	94.375
1	9	44	37	94.375
1	9	44	43	94.375
1	9	44	46	94.5
1	9	45	7	94.375
1	9	45	7	94.3125
1	9	45	15	94.3125
1	9	45	17	94.3125
1	9	45	18	94.375
1	9	45	20	94.3125
1	9	45	27	94.3125
1	9	45	32	94.3125
1	9	45	33	94.375
1	9	45	43	94.375
1	9	46	1	94.3125
1	9	46	5	94.3125
1	9	46	12	94.4375
1	9	46	52	94.3125
1	9	47	11	94.375
1	9	47	25	94.375
1	9	47	44	94.3125
1	9	48	17	94.3125
1	9	50	17	94.25
1	9	50	21	94.25
1	9	50	31	94.25
1	9	50	34	94.25
1	9	50	35	94.25
1	9	50	39	94.25
1	9	50	48	94.125
1	9	50	49	94.25
1	9	50	57	94.125
1	9	51	48	94
1	9	51	48	94
1	9	51	52	94
1	9	51	59	94
1	9	52	0	94
1	9	52	1	94
1	9	52	11	94.0625
1	9	52	14	94.0625
1	9	52	40	94.125
1	9	53	0	94.125
1	9	53	10	94.125
1	9	53	29	94.125
1	9	53	38	94.125
1	9	54	37	94.125
1	9	54	44	94.125
1	9	54	51	94.125
1	9	55	7	94.125
1	9	55	34	94.1875
1	9	55	52	94.1875
1	9	56	4	94.1875
1	9	56	17	94.125
1	9	56	22	94.125
1	9	56	27	94.125
1	9	57	23	94.125
1	9	57	36	94.125
1	9	57	46	94.125
1	9	57	47	94.125
1	9	57	48	94.125
1	9	58	10	94.125
1	9	58	14	94.1875
1	9	58	34	94.125
1	9	58	47	94.1875
1	9	58	50	94.1875
1	10	0	8	94.125
1	10	0	15	94.1875
1	10	0	17	94.1875
1	10	0	27	94.125
1	10	0	33	94.125
1	10	1	1	94.125
1	10	1	17	94.1875
1	10	1	28	94.1875
1	10	1	36	94.25
1	10	1	38	94.25
1	10	1	44	94.25
1	10	1	55	94.3125
1	10	1	59	94.3125
1	10	2	21	94.4375
1	10	2	22	94.4375
1	10	2	24	94.375
1	10	2	51	94.1875
1	10	2	55	94.3125
1	10	3	5	94.5
1	10	3	13	94.5
1	10	3	37	94.5
1	10	3	39	94.5
1	10	4	19	94.375
1	10	4	22	94.375
1	10	5	4	94.25
1	10	5	7	94.25
1	10	5	15	94.3125
1	10	5	44	94.3125
1	10	6	7	94.3125
1	10	6	14	94.3125
1	10	7	24	94.3125
1	10	7	49	94.25
1	10	7	50	94.25
1	10	7	55	94.3125
1	10	8	16	94.3125
1	10	8	30	94.25
1	10	9	26	94.1875
1	10	10	8	94.0625
1	10	10	11	94.1875
1	10	10	13	94.0625
1	10	10	19	94.0625
1	10	10	35	94.0625
1	10	11	22	94.0625
1	10	11	40	94.0625
1	10	11	43	94.0625
1	10	12	17	94.0625
1	10	12	31	94.0625
1	10	12	32	94.125
1	10	12	36	94.0625
1	10	12	48	94
1	10	12	55	94
1	10	13	1	94
